"","status","geometry","type","source","sYear","Empreendimento","Fase","Quantidade de UH","Tipo de UH"," Programa"," Logradouro"," Número de Logradouro"," Complemento"," Bairro","CEP","Município","Código do Município","Região","Número de Operação"," Data Contrato","00","id"
"323","Funciona","POINT (-46.6002780004753 -23.7016670005164)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," MAZZAFERRO I, CONJ                                          "," ASSINADO"," 120"," "," FAR"," "," "," RUA PAU DO CAFE, 800                                        "," "," "," DIADEMA"," 3513801"," RMSP"," 31566168"," 28/12/2012 00","00",323
"324","Funciona","POINT (-46.8137015447586 -23.6690161166155)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE DAS CHACARAS IV                                      "," ASSINADO"," 112"," "," FAR - Urbanização"," RUA NONOAI 1"," "," RUA NANOAI                                                  "," "," "," EMBU"," 3515004"," RMSP"," 39800992"," 21/06/2013 00","00",324
"325","Funciona","POINT (-46.8108931723234 -23.6695793174954)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," PARQUE DAS CHACARAS III, RESIDENCIAL                        "," ASSINADO"," 112"," "," FAR - Urbanização"," RUA NONOAI  350"," "," RUA NONOAI, 350                                             "," "," "," EMBU"," 3515004"," RMSP"," 41643007"," 22/08/2013 00","00",325
"326","Funciona","POINT (-51.3486110004207 -20.9038890004073)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL QUINTA DOS CASTANHEIRA                          "," ASSINADO"," 539"," "," FAR"," "," "," RODOVIA MARECHAL RONDON SP 300 - PISTA LESTE (SAO PAULO)    "," "," "," ANDRADINA"," 3502101"," ESP"," 36558477"," 22/02/2013 00","00",326
"327","Funciona","POINT (-50.8591670004261 -21.2322220004173)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL VALPARAISO                                      "," ASSINADO"," 400"," "," FAR"," "," "," RUA GASPAR VAZ                                              "," "," "," VALPARAÍSO"," 3556305"," ESP"," 38312474"," 22/03/2013 00","00",327
"328","Funciona","POINT (-51.3777780003415 -22.0805560003313)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL CREMONEZI                             "," ASSINADO"," 402"," "," FAR"," "," "," RODOVIA RAIMUNDO MAIOLINE, ESTRADA MONTALVAO                "," "," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 38099990"," 27/07/2012 00","00",328
"329","Funciona","POINT (-51.377778000342 -22.0741670003317)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM JOAO DOMINGOS NETTO - LOTE 2   "," ASSINADO"," 483"," "," FAR"," "," "," ESTRADA VICINAL RAIMUNDO MAIOLINI, KM 06                    "," "," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 39349020"," 11/01/2013 00","00",329
"330","Funciona","POINT (-51.3763890003421 -22.0725000003319)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM JOAO DOMINGOS NETTO - LOTE 3   "," ASSINADO"," 466"," "," FAR"," "," "," ESTRADA VICINAL RAIMUNDO MAIOLINI, KM 06                    "," "," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 38761610"," 04/12/2012 00","00",330
"331","Funciona","POINT (-51.3722220003422 -22.0752780003319)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL JARDIM JOAO DOMINGOS NETTO - LOTE 1   "," ASSINADO"," 484"," "," FAR"," "," "," ESTRADA VICINAL RAIMUNDO MAIOLINI, KM 06                    "," "," "," PRESIDENTE PRUDENTE"," 3541406"," ESP"," 40218756"," 21/12/2012 00","00",331
"332","Funciona","POINT (-46.8955107173586 -24.2160417926626)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DOS BEIJA-FLORES                                 "," ASSINADO"," 120"," "," FAR"," RUA DEZESSETE 1"," "," RUA 17 18 I E J - QUADRA 48                                 "," "," "," ITANHAÉM"," 3522109"," RMBS"," 39106425"," 11/04/2013 00","00",332
"333","Funciona","POINT (-46.8928137553435 -24.2179873446247)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DAS ANDORINHAS                                   "," ASSINADO"," 72"," "," FAR"," RUA QUATORZE 1"," "," RUA 14 17 I H - QUADRA 50                                   "," "," "," ITANHAÉM"," 3522109"," RMBS"," 39106530"," 31/01/2014 00","00",333
"334","Funciona","POINT (-46.8928137553435 -24.2179873446247)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DOS CANARIOS                                     "," ASSINADO"," 36"," "," FAR"," RUA QUATORZE 1"," "," RUA 14 RUA 17 RUA H - QUADRA 51                             "," "," "," ITANHAÉM"," 3522109"," RMBS"," 39107222"," 28/06/2013 00","00",334
"335","Funciona","POINT (-46.8928137553435 -24.2179873446247)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DAS ARARAS                                       "," ASSINADO"," 72"," "," FAR"," RUA QUATORZE 1"," "," RUA 14 13 I H - QUADRA 55                                   "," "," "," ITANHAÉM"," 3522109"," RMBS"," 39106644"," 28/02/2014 00","00",335
"336","Funciona","POINT (-46.8793902739085 -24.2320260103522)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS PASSAROS - CONDOMINIO DOS PAPAGAIOS         "," ASSINADO"," 72"," "," FAR"," RUA QUATRO 1"," "," RUA 4, RUA 7, RUA C E RUA D - QUADRA 69                     "," "," "," ITANHAÉM"," 3522109"," RMBS"," 40862037"," 30/12/2013 00","00",336
"337","Funciona","POINT (-46.8746905138348 -24.2200062018471)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS PASSAROS - COND DAS ARAPONGAS               "," ASSINADO"," 72"," "," FAR"," RUA NOVE 1"," "," RUA 9, RUA 12 E RUA F - QUADRAS 60 E 60A                    "," "," "," ITANHAÉM"," 3522109"," RMBS"," 40861459"," 24/09/2013 00","00",337
"338","Funciona","POINT (-46.8649440230296 -24.2268539800116)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS PASSAROS - CONDOMINIO DAS CORUJAS           "," ASSINADO"," 36"," "," FAR"," RUA C  1"," "," RUA C, RUA 7 E RUA 9 - QUADRA 65                            "," "," "," ITANHAÉM"," 3522109"," RMBS"," 40863271"," 30/12/2013 00","00",338
"339","Funciona","POINT (-46.860362242441 -24.2209182455573)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS PASSAROS - CONDOMINIO DOS BIGUAS            "," ASSINADO"," 72"," "," FAR"," RUA OITO 1"," "," RUA 8, RUA 9, RUA C E RUA D - QUADRA 64                     "," "," "," ITANHAÉM"," 3522109"," RMBS"," 40861564"," 24/09/2013 00","00",339
"340","Funciona","POINT (-46.8636880679676 -24.2082270594889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS PASSAROS - CONDOMINIO JACUTINGAS            "," ASSINADO"," 84"," "," FAR"," AVENIDA A(LE) 1"," "," AVENIDA A(LE), RUA A, RUA 2 E RUA 14 - QUADRA 80            "," "," "," ITANHAÉM"," 3522109"," RMBS"," 40863949"," 28/03/2013 00","00",340
"341","Funciona","POINT (-46.8636880679676 -24.2082270594889)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS PASSAROS - CONDOMINIO DAS SAIRAS            "," ASSINADO"," 96"," "," FAR"," AVENIDA A(LE) 1"," "," AVENIDA A(LE), RUA A, RUA 1 E RUA 2 - QUADRA 77             "," "," "," ITANHAÉM"," 3522109"," RMBS"," 40863503"," 06/09/2013 00","00",341
"342","Funciona","POINT (-46.9010499434022 -24.1861258209346)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DOS BEM TE VIS                                   "," ASSINADO"," 108"," "," FAR"," RUA DEZENOVE 1"," "," RUA 19 RUA 22 E RUA K - QUADRA 41 E 41A                     "," "," "," ITANHAÉM"," 3522109"," RMBS"," 39107004"," 30/09/2013 00","00",342
"343","Funciona","POINT (-46.8546775278807 -24.1799069917874)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO DAS GAIVOTAS                                     "," ASSINADO"," 36"," "," FAR"," RUA H 1"," "," RUA H 12 E 14 QUADRA 56                                     "," "," "," ITANHAÉM"," 3522109"," RMBS"," 39106311"," 29/06/2012 00","00",343
"344","Funciona","POINT (-46.8319954706616 -24.1754904582796)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DOS PASSAROS - CONDOMINIO DAS SARACURAS         "," ASSINADO"," 48"," "," FAR"," RUA A 1"," "," RUA A, RUA 1, RUA 2 - QUADRA 78                             "," "," "," ITANHAÉM"," 3522109"," RMBS"," 40863617"," 28/06/2013 00","00",344
"345","Funciona","POINT (-47.5942813848108 -22.7380120727569)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL VIDA NOVA                            "," ASSINADO"," 1200"," "," FAR"," AVENIDA UM 1"," "," AV 1, QUADRA A, LOTE 01, ITAPERU                            "," "," "," PIRACICABA"," 3538709"," ESP"," 40833685"," 27/06/2013 00","00",345
"346","Funciona","POINT (-48.0369440004184 -23.561389000439)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," BELO HORIZONTE - FAR                                        "," ASSINADO"," 214"," "," FAR"," "," "," RUA FLAVIO MONTEIRO DE CARVALHO JUNIOR                      "," "," "," ITAPETININGA"," 3522307"," ESP"," 40899016"," 28/06/2013 00","00",346
"347","Funciona","POINT (-47.4316568353858 -23.505677502488)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," JARDINS ALTOS DO IPANEMA                                    "," ASSINADO"," 2160"," "," FAR"," RODOVIA EMERECIANO PRESTES DE BARROS  1"," "," RODOVIA EMERECIANO PRESTES DE BARROS, S/N                   "," "," "," SOROCABA"," 3552205"," ESP"," 38083517"," 30/08/2013 00","00",347
"348","Funciona","POINT (-47.4335174845205 -23.4845035409276)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," BEM VIVER - FAR                                             "," ASSINADO"," 144"," "," FAR"," RUA JORGE ELIAS  180"," "," RUA JORGE ELIAS, 180                                        "," "," "," SOROCABA"," 3552205"," ESP"," 40637290"," 29/05/2013 00","00",348
"349","Funciona","POINT (-47.4993065493413 -23.4631456597246)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VIVER MELHOR SOROCABA - FAR                                 "," ASSINADO"," 416"," "," FAR"," R DR TOLSTOI DE CARVALHO E MELLO  1"," "," R DR TOLSTOI DE CARVALHO E MELLO, GLEBA A,B,C               "," "," "," SOROCABA"," 3552205"," ESP"," 41741752"," 30/12/2013 00","00",349
"350","Funciona","POINT (-47.2652442144566 -23.2874765514044)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," ALPES DE ITU I - FAR                                        "," ASSINADO"," 300"," "," FAR"," ESTRADA MUNICIPAL  1"," "," ESTRADA MUNICIPAL, S/N                                      "," "," "," ITU"," 3523909"," ESP"," 40431871"," 25/02/2014 00","00",350
"351","Funciona","POINT (-47.1922220004886 -23.0811110005227)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL TAMOIOS                                         "," ASSINADO"," 24"," "," FAR"," "," "," RUA TAMOIOS - LOTE ""AU"" E ""AUA"" - QUADRA SN                 "," "," "," INDAIATUBA"," 3520509"," RMC"," 34388105"," 29/06/2012 00","00",351
"352","Funciona","POINT (-47.2220338221913 -23.1044404057602)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONDOMINIO RESIDENCIAL INDAIATUBA                           "," ASSINADO"," 2048"," "," FAR"," AVENIDA DOIS 1"," "," AVENIDA 2                                                   "," "," "," INDAIATUBA"," 3520509"," RMC"," 42064910"," 28/06/2013 00","00",352
"353","Funciona","POINT (-47.1109349693154 -22.9386134329877)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," COND RES SANTA LUZIA                                        "," ASSINADO"," 280"," "," FAR"," RUA MADRE EDUARDA SHAFERS  350"," "," R MADRE EDUARDA SHAFERS, 350                                "," "," "," CAMPINAS"," 3509502"," RMC"," 41666544"," 28/03/2013 00","00",353
"354","Funciona","POINT (-47.2047220005027 -22.8488890005375)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL NOVA ESTRELA                          "," ASSINADO"," 672"," "," FAR"," "," "," "," "," "," HORTOLÂNDIA"," 3519071"," RMC"," 42460806"," 23/12/2013 00","00",354
"355","Funciona","POINT (-47.222379775247 -22.8114489244427)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM DAS AGUAS                                "," ASSINADO"," 1500"," "," FAR"," RUA AMAZONAS  1"," "," RUA AMAZONAS, R1 E R2 - LOTE 01 QD. A E LOTES 1 A 5, QD B   "," "," "," SUMARÉ"," 3552403"," RMC"," 39040414"," 27/08/2013 00","00",355
"356","Funciona","POINT (-47.3236603490418 -22.7921536964383)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL DAS ARVORES                                     "," ASSINADO"," 720"," "," FAR"," RUA UM 1"," "," RUA 01 S/N                                                  "," "," "," NOVA ODESSA"," 3533403"," RMC"," 41504062"," 31/12/2012 00","00",356
"357","Funciona","POINT (-47.1788890005177 -22.6294440005536)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MONTE CASTELO I"," ASSINADO"," 300"," "," FAR"," "," "," RUA MONTE CASTELO - NUCLEO CAMPOS SALES"," "," "," COSMÓPOLIS"," 3512803"," RMC"," 1144346"," 30/12/2013 00","00",357
"358","Funciona","POINT (-46.9017000005228 -22.741900000563)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL VIDA NOVA"," ASSINADO"," 296"," "," FAR"," "," "," EST HAMILTON BERNARDES, S/N - JD SANTA CLARA"," "," "," PEDREIRA"," 3537107"," RMC"," 385119"," 28/03/2013 00","00",358
"359","Funciona","POINT (-46.8650906589526 -23.1775607844453)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL SAO CAMILO I E II                               "," ASSINADO"," 400"," "," FAR - Urbanização"," AVENIDA GIUSTINIANO BORIN 1"," "," AV GIUSTINIANO BORIN GLEBA G-1 A1 E G1-A2                   "," "," "," JUNDIAÍ"," 3525904"," ESP"," 36841702"," 16/04/2014 00","00",359
"360","Funciona","POINT (-46.8522220004964 -23.1947220005357)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL TUPI 1                                          "," ASSINADO"," 240"," "," FAR"," "," "," VIA PUBLICA LOTE 1B JD TAMOIO  NR 301                       "," "," "," JUNDIAÍ"," 3525904"," ESP"," 32418466"," 06/09/2011 00","00",360
"361","Funciona","POINT (-46.8497220004966 -23.1947220005358)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES TUPI 3                                                  "," ASSINADO"," 120"," "," FAR"," "," "," VIA PUBLICA LOTE 2B JD TAMOIO                               "," "," "," JUNDIAÍ"," 3525904"," ESP"," 32418799"," 06/09/2011 00","00",361
"362","Funciona","POINT (-46.526640235923 -22.9141296860843)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," NICOLA CORTEZ RESIDENCIAL                                   "," ASSINADO"," 423"," "," FAR"," AVENIDA OITO DE MAIO 1"," "," AV OITO DE MAIO                                             "," "," "," BRAGANÇA PAULISTA"," 3507605"," ESP"," 41101346"," 31/05/2013 00","00",362
"363","Funciona","POINT (-46.5302780005281 -22.9141670005739)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," LU                                                          "," ASSINADO"," 145"," "," FAR"," "," "," AV ROSA ROSA RAFANI SECTINI S/N                             "," "," "," BRAGANÇA PAULISTA"," 3507605"," ESP"," 39625321"," 28/12/2012 00","00",363
"364","Funciona","POINT (-46.5303548479034 -22.9138431322094)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," DR TARTARI E PADRE ZECCHIN                                  "," ASSINADO"," 159"," "," FAR"," RUA TRÊS 1"," "," RUA 3 QDS 17 E 22 - LOTEAMENTO BRAGANCA LU                  "," "," "," BRAGANÇA PAULISTA"," 3507605"," ESP"," 41705475"," 28/06/2013 00","00",364
"365","Funciona","POINT (-46.5193946490713 -23.1057936895636)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JERONIMO DE CAMARGO III, IV, V                  "," ASSINADO"," 780"," "," FAR"," AVENIDA JERONIMO DE CAMARGO 1"," "," AVENIDA JERONIMO DE CAMARGO                                 "," "," "," ATIBAIA"," 3504107"," ESP"," 41525903"," 31/07/2012 00","00",365
"366","Funciona","POINT (-44.9311110006137 -22.5591670006935)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," COLINAS DA MANTIQUEIRA 1 E 2"," ASSINADO"," 600"," "," FAR"," "," "," RODOVIA CRUZEIRO - PINHEIROS - VILA COMERCIARIO"," "," "," CRUZEIRO"," 3513405"," RMVPLN"," 774755"," 28/06/2013 00","00",366
"367","Funciona","POINT (-45.5061110005686 -22.9391670006338)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," BEM VIVER PINDAMONHANGABA"," ASSINADO"," 1536"," "," FAR"," "," "," GLEBA B - PARTE DO IMOVEL DENOMINADO MU - MOMBACA"," "," "," PINDAMONHANGABA"," 3538006"," RMVPLN"," 1388000"," 30/06/2014 00","00",367
"368","Funciona","POINT (-45.5838631821445 -23.0123861532578)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RES. FRANCISCO ALVES MONTEIRO"," ASSINADO"," 864"," "," FAR"," AVENIDA FRANCISCO AL 1"," "," PARTE GLEBAS 10 E 11 - AV. FRANCISCO AL - PIRACANGAGUA"," "," "," TAUBATÉ"," 3554102"," RMVPLN"," 1044706"," 02/08/2013 00","00",368
"369","Funciona","POINT (-45.5852780005615 -23.0030560006248)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," VISTA DAS PALMEIRAS"," ASSINADO"," 832"," "," FAR"," "," "," GLEBA C CORRESPONDENTE A PARTE DO SITIO - BARRANCO"," "," "," TAUBATÉ"," 3554102"," RMVPLN"," 1144117"," 26/12/2013 00","00",369
"370","Funciona","POINT (-45.3918619992998 -23.6135573547131)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL NOVA CARAGUA II                                 "," ASSINADO"," 730"," "," FAR"," RUA JOAO CARLOS BAIO  1"," "," RUA JOAO CARLOS BAIO, S/N                                   "," "," "," CARAGUATATUBA"," 3510500"," RMVPLN"," 41624336"," 08/07/2014 00","00",370
"371","Funciona","POINT (-45.9695704143941 -23.1135991553428)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL CAMPOS DE SAO JOSE II                           "," ASSINADO"," 144"," "," FAR"," ESTRADA MUNICIPAL DOM JOSE ANTONIO DO COUTO"," "," ESTRADA MUNICIPAL DOM JOSE ANTONIO DO COUTO                 "," "," "," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," 40712959"," 30/08/2013 00","00",371
"372","Funciona","POINT (-45.9147293699559 -23.2256649372689)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL MIRANTE DO LIMOEIRO II                          "," ASSINADO"," 300"," "," FAR"," AVENIDA CORIFEU DE AZEVEDO MARQUES  1"," "," AV. CORIFEU DE AZEVEDO MARQUES, S/N                         "," "," "," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," 41194849"," 23/08/2013 00","00",372
"373","Funciona","POINT (-45.7963267762133 -23.1745984054886)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL COLINAS I                                       "," ASSINADO"," 200"," "," FAR"," ESTRADA DOM JOSE ANTONIO DO COUTO 1"," "," ESTRADA DOM JOSE ANTONIO DO COUTO - SJC 120                 "," "," "," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," 41048533"," 27/06/2013 00","00",373
"374","Funciona","POINT (-45.7851252980411 -23.2050966744086)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," CONJUNTO HABITACIONAL BOM RETIRO II                         "," ASSINADO"," 198"," "," FAR"," ESTRADA MATO DENTRO 1"," "," ACESSO PELA ESTRADA MATO DENTRO, GLEBA B1-2                 "," "," "," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," 41035450"," 27/06/2013 00","00",374
"375","Funciona","POINT (-45.778889000543 -23.1763890006015)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JARDIM SÃO JOSÉ"," ASSINADO"," 180"," "," FAR"," "," "," EST. DO CAPAO GROSSO,  S/N - CAPAO GROSSO"," "," "," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," 1012753"," 31/10/2013 00","00",375
"376","Funciona","POINT (-45.7791670005435 -23.168333000602)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL JD PQ TECNOLOGICO"," ASSINADO"," 300"," "," FAR"," "," "," RUA DANILO EDUARDO RIOS RAMOS,  S/N - CAPãO GROSSO"," "," "," SÃO JOSÉ DOS CAMPOS"," 3549904"," RMVPLN"," 925933"," 31/10/2013 00","00",376
"377","Funciona","POINT (-46.745287864802 -23.2856328936138)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," RESIDENCIAL RECANTO FELIZ                                   "," ASSINADO"," 300"," "," FAR"," RUA JOAO CARLOS DE MOURA 1"," "," RUA JOAO CARLOS DE MOURA S/N BAIRRO RECANTO FELIZ           "," "," "," FRANCISCO MORATO"," 3516309"," RMSP"," 40781233"," 21/12/2012 00","00",377
"378","Funciona","POINT (-46.8750000004854 -23.3527780005236)","Minha Casa Minha Vida/FAR"," Ministério das Cidades","2014"," NOVO LAR CIMIGA I                                           "," ASSINADO"," 311"," "," FAR"," "," "," AV JOAO ABDALLA - CENTRO                                    "," "," "," CAJAMAR"," 3509205"," RMSP"," 36772954"," 28/09/2012 00","00",378
